id,name,instructions,videoUrl,image,muscleGroups,generalMuscleGroups,injuryRisks,category,isTimed,difficulty,caloriesPerMinute,setsRange,repsRange,restTimeSeconds,exerciseType,movementPattern,specificEquipment,targetIntensity,workoutPhase,recommendedDurationSeconds,minimumEquipmentAlternative,genderAdjustment,pairWith
chest_supported_dumbbell_row,Chest Supported Dumbbell Row,"Set an incline bench to a 45-degree angle. Lie face down on the bench with your chest supported, feet planted on the ground, and a dumbbell in each hand, arms hanging straight down, palms facing each other. Engage your core and pull your shoulder blades back. Exhale as you row the dumbbells up toward your waist, driving your elbows back and squeezing your upper back. Inhale as you lower the dumbbells back to the starting position with control. Avoid shrugging your shoulders or using your biceps excessively.",,assets/images/chest_supported_dumbbell_row.jpg,Upper Back;Lats,Back,Shoulders,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Compound,Pull,Dumbbells,Moderate,Main,,seated_dumbbell_row,More Upper Body for Men,seated_shoulder_press
close_grip_bench_press,Close-Grip Bench Press,"Lie flat on a bench with your feet planted on the ground, eyes under the barbell. Grasp the bar with an overhand grip, hands closer than shoulder-width apart. Unrack the bar by straightening your arms and position it over your mid-chest. Inhale to brace your core, then lower the bar to your mid-chest, keeping your elbows close to your torso. Exhale as you press the bar back up to the starting position, focusing on your triceps and inner chest. Keep your shoulder blades retracted and avoid locking your elbows at the top.",,assets/images/close_grip_bench_press.jpg,Mid Chest;Triceps,Chest;Arms,Shoulders,Gym,FALSE,Intermediate,6,03-04,08-12,60,Compound,Push,Barbell;Bench,Moderate,Main,,close_grip_dumbbell_press,More Upper Body for Men,wide_grip_lat_pull_down
close_grip_dumbbell_press,Close Grip Dumbbell Press,"Lie flat on a bench with your feet planted on the ground, holding a dumbbell in each hand at chest level, palms facing each other. Position the dumbbells close together, almost touching. Engage your core and keep your shoulder blades retracted. Exhale as you press the dumbbells straight up, keeping them close together and focusing on your triceps and inner chest. Inhale as you lower the dumbbells back to your chest with control, maintaining the close grip. Avoid letting your elbows flare out or your shoulders shrug.",,assets/images/close_grip_dumbbell_press.jpg,Mid Chest;Triceps,Chest;Arms,Shoulders,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Compound,Push,Dumbbells,Moderate,Main,,close_grip_push_ups,More Upper Body for Men,single_arm_dumbbell_row
close_grip_push_ups,Close Grip Push Ups,"Start in a push-up position with your hands closer than shoulder-width apart, fingers pointing forward, directly under your chest. Keep your body in a straight line from head to heels, core engaged. Inhale as you lower your chest toward the ground, keeping your elbows close to your torso to emphasize your triceps. Exhale as you push back up to the starting position, fully extending your arms. Avoid letting your hips sag or your shoulders shrug.",,assets/images/close_grip_push_ups.jpg,Mid Chest;Triceps,Chest;Arms,Wrists,Bodyweight,FALSE,Intermediate,4,03-04,08-12,60,Compound,Push,Bodyweight,Moderate,Main,,incline_push_ups,More Upper Body for Men,towel_row
ab_routine,Ab Routine,"Perform a circuit of 5 ab exercises, such as crunches, leg raises, bicycle crunches, planks, and Russian twists, for 30 seconds each. Rest for 15 seconds between exercises. For example, during bicycle crunches, lie on your back, lift your legs, and alternate touching your elbow to the opposite knee while extending the other leg. Focus on slow, controlled movements and keep your core engaged throughout. Avoid pulling on your neck or using momentum.",,,Upper Abs;Lower Abs;Obliques,Core,,Bodyweight,FALSE,Intermediate,4,03-04,30 seconds each,30,Accessory,Other,Bodyweight,Moderate,Accessory,,crunches,None,
crunches,Crunches,"Lie on your back with your knees bent, feet flat on the floor, hip-width apart. Place your hands lightly behind your ears or crossed over your chest. Engage your core by pulling your belly button toward your spine. Exhale as you lift your shoulder blades off the ground, contracting your abs and keeping your lower back pressed into the floor. Inhale as you lower back down with control, stopping just before your shoulders touch the ground. Avoid pulling on your neck or using momentum to lift.",,assets/images/crunches.jpg,Upper Abs,Core,Neck,Bodyweight,FALSE,Beginner,4,02-Mar,12-15,30,Accessory,Other,Bodyweight,Low,Accessory,,bicycle_crunches,None,
lower_back_extension,Lower Back Extension,"Position yourself on a back extension machine with your thighs on the pad, feet secured, and hips just above the pad. Cross your arms over your chest or place your hands lightly behind your ears. Engage your core and keep your spine neutral. Exhale as you lift your torso until your shoulders, spine, and hips are in a straight line, squeezing your lower back and glutes. Inhale as you lower back down with control, stopping just before your torso is perpendicular to the ground. Avoid overarching your back or using momentum.",,,Lower Back,Back,Lower Back,Gym,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Hinge,Back Extension Machine,Moderate,Accessory,,superman_hold,None,
static_stretching,Static Stretching,"Perform a series of static stretches for 5 minutes to cool down your body. Examples include a hamstring stretch (extend one leg forward, hinge at your hips, and reach toward your toes), a quad stretch (pull one foot to your glutes while standing), and a chest opener (clasp your hands behind your back and lift your arms). Hold each stretch for 20-30 seconds, breathing deeply and avoiding bouncing. Focus on relaxing into the stretch to improve flexibility.",,,Full Body,Full Body,,Cool-Down,TRUE,Beginner,3,1,5 minutes,0,Cool-Down,Other,Bodyweight,Low,Cool-Down,300,,cat_cow_stretch,None
12line_bench_press,12line Bench Press,"Lie on a 12line bench with your feet secured, holding a barbell with an overhand grip, hands slightly wider than shoulder-width. Unrack the bar and position it over your lower chest. Inhale to brace your core, then lower the bar to your lower chest, keeping your elbows at a 45-degree angle to your torso. Exhale as you press the bar back up to the starting position, focusing on your lower chest and triceps. Keep your shoulder blades retracted and avoid locking your elbows at the top.",,assets/images/12line_bench_press.jpg,Lower Chest;Triceps,Chest;Arms,Shoulders,Gym,FALSE,Intermediate,6,03-04,08-12,60,Compound,Push,Barbell;Bench,Moderate,Main,,dumbbell_chest_press,More Upper Body for Men,chin_ups
diamond_push_ups,Diamond Push Ups,"Start in a push-up position with your hands close together, forming a diamond shape with your thumbs and index fingers directly under your chest. Keep your body in a straight line from head to heels, core engaged. Inhale as you lower your chest toward the ground, keeping your elbows close to your torso to emphasize your triceps. Exhale as you push back up to the starting position, fully extending your arms. Avoid letting your hips sag or your shoulders shrug.",,assets/images/diamond_push_ups.jpg,Mid Chest;Triceps,Chest;Arms,Wrists;Shoulders,Bodyweight,FALSE,Intermediate,4,03-04,08-12,60,Compound,Push,Bodyweight,Moderate,Main,,close_grip_push_ups,More Upper Body for Men,towel_row
dumbbell_chest_press,Dumbbell Chest Press,"Lie flat on a bench with your feet planted on the ground, holding a dumbbell in each hand at chest level, palms facing forward. Position your elbows at a 45-degree angle to your torso, keeping your shoulder blades retracted. Exhale as you press the dumbbells straight up over your chest, bringing them close together at the top without locking your elbows. Inhale as you lower the dumbbells back to chest level with control, feeling a stretch in your chest. Avoid bouncing the weights off your chest or arching your back.",,assets/images/dumbbell_chest_press.jpg,Mid Chest;Triceps;Front Shoulder,Chest;Arms;Shoulders,Shoulders,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Compound,Push,Dumbbells,Moderate,Main,,flat_dumbbell_press,More Upper Body for Men,single_arm_dumbbell_row
dumbbell_deadlift,Dumbbell Deadlift,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand in front of your thighs, palms facing your body. Keep a slight bend in your knees and engage your core. Inhale as you hinge at your hips, pushing your hips back and lowering the dumbbells toward the ground, keeping them close to your legs. Lower until you feel a stretch in your hamstrings, keeping your back flat and chest up. Exhale as you drive through your heels to stand back up, squeezing your glutes at the top. Avoid rounding your back or letting the dumbbells drift forward.",,assets/images/dumbbell_deadlift.jpg,Hamstrings;Glutes;Lower Back,Legs;Glutes;Back,Lower Back,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Compound,Hinge,Dumbbells,Moderate,Main,,romanian_deadlift_dumbbells,More Lower Body for Women,leg_press
dumbbell_fly,Dumbbell Fly,"Lie flat on a bench with your feet planted on the ground, holding a dumbbell in each hand above your chest, palms facing each other, elbows slightly bent. Engage your core and keep your shoulder blades retracted. Inhale as you lower the dumbbells out to the sides in a wide arc, feeling a stretch in your chest, until your arms are parallel to the ground. Exhale as you bring the dumbbells back together over your chest, squeezing your chest muscles. Keep the same slight bend in your elbows throughout and avoid lowering the weights too far, which can strain your shoulders.",,https://firebasestorage.googleapis.com/v0/b/cashfit-2800f.firebasestorage.app/o/uploads%2F1000012028.jpg?alt=media&token=26493ac9-ec28-4ebd-af01-5f920ded855f,Mid Chest,Chest,Shoulders,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Push,Dumbbells,Moderate,Main,,cable_flies,More Upper Body for Men,reverse_fly_dumbbells
dumbbell_shrugs,Dumbbell Shrugs,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand by your sides, palms facing your body. Keep your core engaged and shoulders relaxed. Exhale as you shrug your shoulders straight up toward your ears, focusing on contracting your traps. Pause briefly at the top, then inhale as you lower your shoulders back down with control. Keep your arms straight and avoid rolling your shoulders forward or backward. Maintain a neutral neck position to avoid strain.",,assets/images/dumbbell_shrugs.jpg,Traps,Shoulders,Neck,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Other,Dumbbells,Moderate,Accessory,,shrugs,More Upper Body for Men,
dumbbell_chest_press_alt,Dumbbell Chest Press,"Lie flat on a bench with your feet planted on the ground, holding a dumbbell in each hand at chest level, palms facing forward. Position your elbows at a 45-degree angle to your torso, keeping your shoulder blades retracted. Exhale as you press the dumbbells straight up over your chest, bringing them close together at the top without locking your elbows. Inhale as you lower the dumbbells back to chest level with control, feeling a stretch in your chest. Avoid bouncing the weights off your chest or arching your back.",,,Mid Chest;Triceps;Front Shoulder,Chest;Arms;Shoulders,Shoulders,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Compound,Push,Dumbbells,Moderate,Main,,flat_dumbbell_press,More Upper Body for Men,single_arm_dumbbell_row
dumbbell_reverse_snow_angels,Dumbbell Reverse Snow Angels,"Lie face down on a mat with your arms at your sides, holding light dumbbells in each hand, palms facing up. Engage your core and squeeze your glutes to stabilize your body. Keep your legs on the ground and your neck in a neutral position. Exhale as you slowly lift your chest and arms off the ground, keeping your arms straight. Move your arms out to the sides to form a T-shape with your body, then continue upward to form a Y-shape overhead. As you move, rotate your shoulders so your palms face down at the top of the movement. Inhale as you reverse the motion, bringing your arms back to your sides, then lower your chest and arms to the starting position. Avoid shrugging your shoulders or overarching your lower back.",,,Upper Back;Mid Back;Rear Shoulder,Back;Shoulders,Shoulders,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Pull,Dumbbells,Moderate,Accessory,,superman_hold,More Upper Body for Men,chest_dumbbell_pullover
flat_dumbbell_press,Flat Dumbbell Press,"Lie flat on a bench with your feet planted on the ground, holding a dumbbell in each hand at chest level, palms facing forward. Position your elbows at a 45-degree angle to your torso, keeping your shoulder blades retracted. Exhale as you press the dumbbells straight up over your chest, bringing them close together at the top without locking your elbows. Inhale as you lower the dumbbells back to chest level with control, feeling a stretch in your chest. Avoid bouncing the weights off your chest or arching your back.",,assets/images/flat_dumbbell_press.jpg,Mid Chest;Triceps;Front Shoulder,Chest;Arms;Shoulders,Shoulders,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Compound,Push,Dumbbells,Moderate,Main,,dumbbell_chest_press,More Upper Body for Men,back_dumbbell_pullover
front_dumbbell_raise,Front Dumbbell Raise,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand in front of your thighs, palms facing your body. Engage your core and keep your shoulders relaxed. Exhale as you raise the dumbbells straight in front of you to shoulder height, keeping your arms straight with a slight bend in your elbows. Pause briefly at the top, then inhale as you lower the dumbbells back to the starting position with control. Avoid swinging the weights or leaning back to lift.",,assets/images/front_dumbbell_raise.jpg,Front Shoulder,Shoulders,Shoulders,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Push,Dumbbells,Moderate,Accessory,,front_barbell_raises,More Upper Body for Men,
front_barbell_raises,Front Barbell Raises,"Stand with your feet shoulder-width apart, holding a barbell in front of your thighs with an overhand grip, hands shoulder-width apart. Engage your core and keep your shoulders relaxed. Exhale as you raise the barbell straight in front of you to shoulder height, keeping your arms straight with a slight bend in your elbows. Pause briefly at the top, then inhale as you lower the barbell back to the starting position with control. Avoid swinging the bar or leaning back to lift.",,assets/images/front_riases.jpg,Front Shoulder,Shoulders,Shoulders,Gym,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Push,Barbell,Moderate,Accessory,,front_dumbbell_raise,More Upper Body for Men,
glute_bridge_dumbbell,Glute Bridge Dumbbell,"Lie on your back with your knees bent, feet flat on the floor, hip-width apart, and a dumbbell resting across your hips (hold it in place with your hands). Engage your core and keep your arms by your sides for stability. Exhale as you press through your heels, lifting your hips toward the ceiling until your body forms a straight line from shoulders to knees, squeezing your glutes at the top. Inhale as you lower your hips back down with control, stopping just above the ground. Avoid overarching your lower back or letting your knees splay outward.",,assets/images/glute_bridge.jpg,Glutes,Glutes,Lower Back,dumbbells,FALSE,Beginner,4,02-Mar,12-15,30,Compound,Other,Dumbbells,Low,Main,,glute_bridge,More Lower Body for Women,bodyweight_squats
superman_hold_dumbbells,Superman Hold Dumbbells,"Lie face down on a mat with your arms extended in front of you, holding a light dumbbell in each hand, palms facing each other. Engage your core and squeeze your glutes to stabilize your body. Exhale as you simultaneously lift your arms, chest, and legs off the ground, keeping your neck neutral and gazing slightly forward. Hold this position for a few seconds, feeling the contraction in your lower back and glutes, then inhale as you lower back down with control. Avoid overarching your back or shrugging your shoulders.",,,Lower Back;Glutes,Back;Glutes,Lower Back,dumbbells,TRUE,Intermediate,5,03-04,30-45,60,Accessory,Other,Dumbbells,Moderate,Accessory,30-45,superman_hold,None,
goblet_squat,Goblet Squat,"Stand with your feet slightly wider than shoulder-width apart, toes slightly turned out, holding a dumbbell or kettlebell at chest level with both hands, elbows pointing down. Engage your core and keep your chest up. Inhale as you push your hips back and bend your knees, lowering into a squat until your thighs are at least parallel to the ground. Keep your knees tracking over your toes and your back straight. Exhale as you drive through your heels to stand back up, squeezing your glutes at the top. Avoid letting your knees cave inward or your chest collapse forward.",,assets/images/goblet_squat.jpg,Quads;Glutes,Legs;Glutes,Knees;Lower Back,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Compound,Squat,Dumbbells,Moderate,Main,,dumbbell_goblet_squat,More Lower Body for Women,hip_thrust
good_morning,Good Morning,"Stand with your feet shoulder-width apart, holding a barbell across your upper back (on your traps, not your neck), hands gripping the bar just outside your shoulders. Keep a slight bend in your knees and engage your core. Inhale as you hinge at your hips, pushing your hips back and lowering your torso until it’s nearly parallel to the ground, feeling a stretch in your hamstrings. Keep your back flat and neck neutral. Exhale as you drive your hips forward to return to the starting position, squeezing your glutes at the top. Avoid rounding your back or letting your knees bend excessively.",,assets/images/good_morning.jpg,Hamstrings;Glutes;Lower Back,Legs;Glutes;Back,Lower Back,Gym,FALSE,Intermediate,5,03-04,08-12,60,Compound,Hinge,Barbell,Moderate,Main,,good_morning_dumbbells,More Lower Body for Women,leg_press
hammer_curl,Hammer Curl,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand by your sides, palms facing your body (neutral grip). Keep your elbows tucked into your torso and your shoulders relaxed. Exhale as you curl the dumbbells toward your shoulders, keeping your wrists neutral and focusing on contracting your biceps and forearms. Pause at the top, then inhale as you slowly lower the dumbbells back to the starting position with control. Avoid swinging the weights or using your shoulders to lift.",,assets/images/hammer_curl.jpg,Long Head Biceps;Forearms,Arms,Elbows,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Pull,Dumbbells,Moderate,Accessory,,hammer_curls,Lighter Weight for Women,lying_tricep_extension
hammer_curls,Hammer Curls,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand by your sides, palms facing your body (neutral grip). Keep your elbows tucked into your torso and your shoulders relaxed. Exhale as you curl the dumbbells toward your shoulders, keeping your wrists neutral and focusing on contracting your biceps and forearms. Pause at the top, then inhale as you slowly lower the dumbbells back to the starting position with control. Avoid swinging the weights or using your shoulders to lift.",,assets/images/hammer_curls.jpg,Long Head Biceps;Forearms,Arms,Elbows,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Pull,Dumbbells,Moderate,Accessory,,hammer_curl,Lighter Weight for Women,lying_tricep_extension
hamstring_curl_machine,Hamstring Curl Machine,"Lie face down on a hamstring curl machine, adjusting the pad so it rests just above your heels, with your knees aligned with the machine’s pivot point. Grasp the handles for stability and keep your hips pressed into the bench. Engage your core and exhale as you curl the pad toward your glutes, squeezing your hamstrings at the top of the movement. Inhale as you slowly lower the pad back to the starting position, maintaining control. Avoid lifting your hips off the bench or arching your back.",,assets/images/hamstring_curl_machine.jpg,Hamstrings,Legs,Knees,Gym,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Hinge,Leg Curl Machine,Moderate,Main,,hamstring_curls,More Lower Body for Women,leg_extension
hamstring_curls,Hamstring Curls,"Lie face down on a mat with a light dumbbell placed between your feet (or use bodyweight for a lighter variation). Keep your legs straight and engage your core. Exhale as you bend your knees, curling your heels toward your glutes and squeezing your hamstrings at the top. Inhale as you slowly lower your legs back to the starting position, maintaining control. Keep your hips pressed into the ground and avoid arching your back. If using a dumbbell, ensure it’s secure to avoid dropping it.",,assets/images/hamstring_curls.jpg,Hamstrings,Legs,Knees,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Hinge,Dumbbells,Moderate,Main,,seated_leg_curl_machine,More Lower Body for Women,leg_extension
incline_barbell_press,Incline Barbell Press,"Set an incline bench to a 30-45 degree angle and lie back with your feet planted on the ground. Grasp a barbell with an overhand grip, hands slightly wider than shoulder-width. Unrack the bar and position it over your upper chest. Inhale to brace your core, then lower the bar to your upper chest, keeping your elbows at a 45-degree angle to your torso. Exhale as you press the bar back up to the starting position, focusing on your upper chest and shoulders. Keep your shoulder blades retracted and avoid locking your elbows at the top.",,assets/images/incline_barbell_press.jpg,Upper Chest;Front Shoulder;Triceps,Chest;Shoulders;Arms,Shoulders,Gym,FALSE,Intermediate,6,03-04,08-12,60,Compound,Push,Barbell;Bench,Moderate,Main,,incline_dumbbell_press,More Upper Body for Men,wide_grip_lat_pull_down
incline_dumbbell_curl,Incline Dumbbell Curl,"Set an incline bench to a 45-60 degree angle and sit with your back fully supported, feet flat on the floor. Hold a dumbbell in each hand, arms fully extended, palms facing up, and let your arms hang down behind your body. Keep your elbows close to your torso. Exhale as you curl the dumbbells toward your shoulders, focusing on squeezing your biceps and keeping your upper arms stationary. Inhale as you slowly lower the dumbbells back to the starting position, maintaining tension in your biceps. Avoid swinging the weights or letting your elbows flare out.",,assets/images/incline_dumbbell_curl.jpg,Long Head Biceps,Arms,Elbows,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Pull,Dumbbells,Moderate,Accessory,,seated_dumbbell_bicep_curl,Lighter Weight for Women,seated_tricep_extension
incline_dumbbell_press,Incline Dumbbell Press,"Set an incline bench to a 30-45 degree angle and lie back with your feet planted on the ground, holding a dumbbell in each hand at shoulder height, palms facing forward. Position your elbows at a 45-degree angle to your torso, keeping your shoulder blades retracted. Exhale as you press the dumbbells straight up over your chest, bringing them close together at the top without locking your elbows. Inhale as you lower the dumbbells back to shoulder height with control, feeling a stretch in your upper chest. Avoid bouncing the weights or arching your back.",,assets/images/incline_dumbbell_press.jpg,Upper Chest;Front Shoulder;Triceps,Chest;Shoulders;Arms,Shoulders,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Compound,Push,Dumbbells,Moderate,Main,,incline_press,More Upper Body for Men,seated_cable_row
incline_press,Incline Press,"Set an incline bench to a 30-45 degree angle and lie back with your feet planted on the ground, holding a dumbbell in each hand at shoulder height, palms facing forward. Position your elbows at a 45-degree angle to your torso, keeping your shoulder blades retracted. Exhale as you press the dumbbells straight up over your chest, bringing them close together at the top without locking your elbows. Inhale as you lower the dumbbells back to shoulder height with control, feeling a stretch in your upper chest. Avoid bouncing the weights or arching your back.",,assets/images/incline_press.jpg,Upper Chest;Front Shoulder;Triceps,Chest;Shoulders;Arms,Shoulders,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Compound,Push,Dumbbells,Moderate,Main,,incline_dumbbell_press,More Upper Body for Men,seated_cable_row
incline_smith_machine_bench_press,Incline Smith Machine Bench Press,"Set an incline bench to a 30-45 degree angle inside a Smith machine. Lie back on the bench with your feet planted on the ground, and grasp the bar with an overhand grip, hands slightly wider than shoulder-width. Unrack the bar by rotating your wrists and position it over your upper chest. Inhale to brace your core, then lower the bar to your upper chest, keeping your elbows at a 45-degree angle to your torso. Exhale as you press the bar back up to the starting position, focusing on your upper chest. Avoid locking your elbows at the top or bouncing the bar.",,,Upper Chest;Triceps,Chest;Arms,Shoulders,Gym,FALSE,Intermediate,6,03-04,08-12,60,Compound,Push,Smith Machine,Moderate,Main,,incline_dumbbell_press,More Upper Body for Men,close_grip_lat_pull_down
lateral_raise,Lateral Raise,"Stand tall with your feet shoulder-width apart, holding a dumbbell in each hand by your sides, palms facing in. Engage your core and keep your shoulders relaxed. Exhale as you raise your arms out to the sides to shoulder height, keeping a slight bend in your elbows to avoid strain. Pause briefly at the top, then inhale as you lower the dumbbells back to your sides with control. Avoid swinging the weights or shrugging your shoulders toward your ears.",,assets/images/lateral_raise.jpg,Mid Shoulder,Shoulders,Shoulders,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Push,Dumbbells,Moderate,Accessory,,lateral_raises,More Upper Body for Men,
lateral_raises,Lateral Raises,"Stand tall with your feet shoulder-width apart, holding a dumbbell in each hand by your sides, palms facing in. Engage your core and keep your shoulders relaxed. Exhale as you raise your arms out to the sides to shoulder height, keeping a slight bend in your elbows to avoid strain. Pause briefly at the top, then inhale as you lower the dumbbells back to your sides with control. Avoid swinging the weights or shrugging your shoulders toward your ears.",,assets/images/lateral_raises.jpg,Mid Shoulder,Shoulders,Shoulders,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Push,Dumbbells,Moderate,Accessory,,lateral_raise,More Upper Body for Men,
leg_extension,Leg Extension,"Sit on a leg extension machine with your back against the pad and your shins under the padded bar, adjusting the machine so your knees align with the pivot point. Grasp the handles for stability and engage your core. Exhale as you extend your legs until they are almost straight, focusing on contracting your quads, but avoid locking your knees. Inhale as you slowly lower the weight back to the starting position, keeping the movement controlled. Keep your back against the pad and avoid using momentum to lift the weight.",,assets/images/leg_extension.jpg,Quads,Legs,Knees,Gym,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Squat,Leg Extension Machine,Moderate,Main,,seated_leg_press,More Lower Body for Women,hamstring_curl_machine
leg_press,Leg Press,"Sit on a leg press machine with your back and hips against the seat, feet shoulder-width apart on the platform, toes slightly turned out. Adjust the seat so your knees are at a 90-degree angle. Grasp the handles for stability and engage your core. Exhale as you press through your heels to extend your legs, stopping just before locking your knees. Inhale as you slowly lower the platform back down until your knees are at a 90-degree angle again. Keep your hips and back against the seat and avoid rounding your lower back.",,assets/images/leg_press.jpg,Quads;Glutes,Legs;Glutes,Knees;Lower Back,Gym,FALSE,Intermediate,6,03-04,08-12,60,Compound,Squat,Leg Press Machine,Moderate,Main,,seated_leg_press,More Lower Body for Women,good_morning_dumbbells
leg_press_calve_raises,Leg Press Calve Raises,"Sit on a leg press machine with your back against the seat, placing the balls of your feet on the lower edge of the platform, heels hanging off, and legs straight but not locked. Grasp the handles for stability. Exhale as you press the platform away by pointing your toes, flexing your calves at the top of the movement. Inhale as you lower the platform by letting your heels drop slightly, feeling a stretch in your calves. Keep the movement controlled and avoid bouncing.",,https://firebasestorage.googleapis.com/v0/b/cashfit-2800f.firebasestorage.app/o/uploads%2F1000012039.jpg?alt=media&token=40df03aa-e538-4795-9e52-581b65785549,Calves,Legs,Ankles,Gym,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Other,Leg Press Machine,Moderate,Accessory,,standing_calf_raises,None,
machine_shoulder_press,Machine Shoulder Press,"Sit on a shoulder press machine with your back against the pad, feet flat on the floor, and hands grasping the handles at shoulder height, palms facing forward. Adjust the seat so the handles are at shoulder level. Engage your core and keep your chest up. Exhale as you press the handles upward until your arms are fully extended but not locked out. Inhale as you lower the handles back to the starting position with control. Avoid shrugging your shoulders or arching your back during the movement.",,assets/images/machine_shoulder_press.jpg,Front Shoulder;Mid Shoulder,Shoulders;Arms,Shoulders,Gym,FALSE,Intermediate,6,03-04,08-12,60,Compound,Push,Shoulder Press Machine,Moderate,Main,,seated_dumbbell_shoulder_press,More Upper Body for Men,seated_cable_row
ez_bar_front_raise,EZ Bar Front Raise,"Stand with your feet shoulder-width apart, holding an EZ bar in front of your thighs with an overhand grip, hands shoulder-width apart. Engage your core and keep your shoulders relaxed. Exhale as you raise the bar straight in front of you to shoulder height, keeping your arms straight with a slight bend in your elbows. Pause briefly at the top, then inhale as you lower the bar back to the starting position with control. Avoid swinging the bar or leaning back to lift.",,,Front Shoulder,Shoulders,Shoulders,Gym,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Push,EZ Bar,Moderate,Accessory,,front_dumbbell_raise,More Upper Body for Men,
overhead_dumbbell_extension,Overhead Dumbbell Extension,"Sit on a bench with your feet flat on the floor, holding a dumbbell with both hands by gripping the handle, palms facing up. Lift the dumbbell overhead so your arms are fully extended, keeping your elbows close to your head. Engage your core to avoid arching your back. Inhale as you lower the dumbbell behind your head by bending your elbows, keeping your upper arms stationary. Lower until your forearms are parallel to the ground, then exhale as you extend your arms back to the starting position, fully contracting your triceps. Avoid flaring your elbows out or locking your elbows at the top.",,,Long Head Triceps;Lateral Head Triceps,Arms,Elbows,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Push,Dumbbells,Moderate,Accessory,,seated_tricep_extension,More Upper Body for Men,incline_dumbbell_curl
plank,Plank,"Start in a forearm plank position with your elbows directly under your shoulders, forearms on the ground, and body in a straight line from head to heels. Engage your core by pulling your belly button toward your spine, and squeeze your glutes to stabilize your hips. Keep your neck neutral by looking at the floor just ahead of you. Hold this position, breathing steadily, without letting your hips sag or pike up. For a regression, drop to your knees while keeping your body straight.",,assets/images/plank.jpg,Upper Abs;Lower Abs;Obliques,Core,Lower Back,Bodyweight,TRUE,Intermediate,4,03-04,30-45,60,Accessory,Other,Bodyweight,Moderate,Accessory,30-45,side_plank,None,
preacher_curl,Preacher Curl,"Sit on a preacher curl bench with your upper arms resting on the pad, holding an EZ bar or barbell with an underhand grip, hands shoulder-width apart. Adjust the seat so your armpits are just above the pad. Engage your core and keep your shoulders relaxed. Exhale as you curl the bar toward your shoulders, focusing on squeezing your biceps and keeping your upper arms pressed into the pad. Pause at the top, then inhale as you slowly lower the bar back to the starting position, maintaining tension in your biceps. Avoid using your shoulders or back to lift the weight.",,,Short Head Biceps,Arms,Elbows,Gym,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Pull,EZ Bar,Moderate,Accessory,,machine_preacher_curl,Lighter Weight for Women,overhead_rope_extension
pull_ups,Pull Ups,"Hang from a pull-up bar with an overhand grip, hands slightly wider than shoulder-width apart, arms fully extended. Engage your core and squeeze your glutes to stabilize your body. Pull your shoulder blades down and back to initiate the movement. Exhale as you pull your body up, driving your elbows down until your chin is above the bar and your lats are fully contracted. Inhale as you slowly lower yourself back to the starting position, maintaining control. Avoid swinging your body or kipping to use momentum.",,assets/images/pull_ups.jpg,Lats;Upper Back,Back,Shoulders,Gym,FALSE,Advanced,6,04-May,06-10,90,Compound,Pull,Pull-Up Bar,High,Main,,chin_ups,More Upper Body for Men,12line_bench_press
